16,1,feet1,1,cue,yellow,-1.0,-1,-1,q,q,-1.0,0.31579383907228475,-1,1,none,none,-1,-1,-1.0,0,19534,10:11:46.735374,feet
16,2,feet1,1,cue,blue,-1.0,-1,-1,c,c,-1.0,0.3156145146058407,-1,1,none,none,-1,-1,-1.0,2800,19534,10:11:46.735374,feet
16,3,feet1,1,gabor,0,0.013936638311502159,4,4,-1,c,0.5774658649925186,-1.0,1,-1,congruent,hit,q,2,5.178369475980618,5550,19534,10:11:46.735374,feet
16,4,feet1,1,cue,yellow,-1.0,-1,-1,q,q,-1.0,0.7031431316427188,-1,1,none,none,-1,-1,-1.0,14549,19534,10:11:46.735374,feet
16,5,feet1,1,cue,blue,-1.0,-1,-1,c,c,-1.0,0.32074849340551737,-1,1,none,none,-1,-1,-1.0,17683,19534,10:11:46.735374,feet
16,6,feet1,1,cue,yellow,-1.0,-1,-1,q,q,-1.0,0.3705861030075539,-1,1,none,none,-1,-1,-1.0,20433,19534,10:11:46.735374,feet
16,7,feet1,1,cue,yellow,-1.0,-1,-1,q,q,-1.0,0.3703987147009684,-1,1,none,none,-1,-1,-1.0,23233,19534,10:11:46.735374,feet
16,8,feet1,1,gabor,90,0.013936638311502159,3,3,-1,q,0.5102433820820806,-1.0,1,-1,congruent,CR,4,2,1.604340343243166,25933,19534,10:11:46.735374,feet
16,9,feet1,1,gabor,0,0.013936638311502159,4,4,-1,c,0.4937919943722591,-1.0,1,-1,congruent,hit,4,3,4.586697811012527,34315,19534,10:11:46.735374,feet
16,10,feet1,1,cue,yellow,-1.0,-1,-1,q,q,-1.0,0.5323836176539771,-1,1,none,none,-1,-1,-1.0,42615,19534,10:11:46.735374,feet
16,11,feet1,1,gabor,90,0.013936638311502159,3,3,-1,q,0.7751762717252859,-1.0,1,-1,congruent,CR,c,3,4.375055006916227,45683,19534,10:11:46.735374,feet
16,12,feet1,1,gabor,90,0.013936638311502159,3,3,-1,c,0.5795705275058936,-1.0,1,-1,incongruent,CR,q,3,3.9075015993284983,54165,19534,10:11:46.735374,feet
16,13,feet1,1,cue,blue,-1.0,-1,-1,c,c,-1.0,0.3458174392462752,-1,1,none,none,-1,-1,-1.0,68497,19534,10:11:46.735374,feet
16,14,feet1,1,gabor,0,0.013936638311502159,3,4,-1,q,0.6636625658829871,-1.0,0,-1,congruent,miss,c,2,5.408577546118977,71383,19534,10:11:46.735374,feet
16,15,feet1,1,gabor,0,0.013936638311502159,3,4,-1,c,0.5970126156871629,-1.0,0,-1,incongruent,miss,3,1,3.0338550766482517,83514,19534,10:11:46.735374,feet
16,16,feet1,1,cue,blue,-1.0,-1,-1,c,c,-1.0,0.5145368014509586,-1,1,none,none,-1,-1,-1.0,90481,19534,10:11:46.735374,feet
16,17,feet1,1,cue,blue,-1.0,-1,-1,c,c,-1.0,0.5254667619992688,-1,1,none,none,-1,-1,-1.0,93430,19534,10:11:46.735374,feet
16,18,feet1,1,cue,yellow,-1.0,-1,-1,q,q,-1.0,0.3140962085353749,-1,1,none,none,-1,-1,-1.0,96297,19534,10:11:46.735374,feet
16,19,feet1,1,cue,blue,-1.0,-1,-1,c,c,-1.0,0.32024315936723724,-1,1,none,none,-1,-1,-1.0,98947,19534,10:11:46.735374,feet
16,20,feet1,1,gabor,90,0.013936638311502159,3,3,-1,q,0.6060206941201614,-1.0,1,-1,congruent,CR,3,3,2.2788510792879606,101798,19534,10:11:46.735374,feet
16,21,feet1,1,gabor,0,0.013936638311502159,4,4,-1,q,0.7296708647281775,-1.0,1,-1,incongruent,hit,3,2,5.1034610005772265,108115,19534,10:11:46.735374,feet
